Rank, Album Name, Rating, #votes, Popularity
1409, Shin Megami Tensei IV FINAL ORIGINAL SOUNDTRACK, 4.00, 12, 0.0874
1410, Dimension W ORIGINAL SOUNDTRACK: Resonance W, 4.27, 11, 0.0874
1411, Phantasy Star Online Episode I & II Premium Arrange, 3.62, 13, 0.0873
1412, The irregular at magic high school Original Soundtrack 1, 4.00, 11, 0.0872
1413, Banjo-Kazooie Game Soundtrack, 4.32, 14, 0.0872
1414, Music from Star Trader, 3.63, 12, 0.0871
1415, Diablo II Soundtrack, 4.50, 16, 0.0870
1416, After all..., 4.27, 11, 0.0870
1417, FAIRY TAIL ORIGINAL SOUNDTRACK VOL.4, 4.65, 17, 0.0869
1418, TEKKEN BLOOD VENGEANCE Original Soundtrack, 3.82, 11, 0.0868
1419, Dragon Quest Suite, 3.77, 13, 0.0868
1420, Tsukino Akari -FINAL FANTASY IV Theme of Love-, 4.70, 15, 0.0867
1421, Piano Arrange: Radiant Historia, 4.08, 13, 0.0867
1422, MOBILE SUIT GUNDAM UNICORN ORIGINAL SOUNDTRACK 2, 4.70, 22, 0.0867
1423, WITCH ON THE HOLY NIGHT ORIGINAL SOUNDTRACK, 4.81, 13, 0.0864
1424, MADWORLD Original Soundtrack, 3.38, 20, 0.0863
1425, Kyousougiga Music Collection, 4.62, 13, 0.0863
1426, Bloodborne Original Soundtrack, 4.13, 15, 0.0863
1427, Ryu ga Gotoku & Ryu ga Gotoku 2 Original Sound Track, 4.23, 13, 0.0862
1428, Far Cry 3: Blood Dragon Original Soundtrack, 4.39, 14, 0.0860
1429, Phantasy Star Online Songs of Ragol Odyssey Soundtrack ~Episode 1&2~, 4.06, 16, 0.0859
1430, Hoshi no Kirby Robobo Planet Original Soundtrack, 4.88, 12, 0.0859
1431, Fire Emblem: Shin Ankoku Ryuu to Hikari no Ken Original Soundtrack, 3.50, 13, 0.0858
1432, Project Chaos: A Sonic 3 and Knuckles Arrangement Album, 4.00, 20, 0.0857
1433, Perfect Collection Sorcerian Vol. 3, 3.32, 11, 0.0856
1434, Super Donkey Kong 3 Mysterious Kremis Island Original Soundtrack, 3.81, 13, 0.0856
1435, GATCHAMAN CROWDS ORIGINAL SOUNDTRACK, 4.18, 17, 0.0856
1436, HARDCORE SYNDROME 4, 4.42, 12, 0.0855
1437, Ray'z PREMIUM BOX -BEYOND-, 4.77, 11, 0.0855
1438, Cradle -Touhou Gengaku Shiten-, 3.96, 12, 0.0854
1439, BAYONETTA 2 ORIGINAL SOUNDTRACK, 3.50, 20, 0.0854
1440, The Banner Saga, 4.00, 13, 0.0854
1441, KIRBY Wii MUSIC SELECTION, 4.21, 12, 0.0854
1442, Ar tonelico III: Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku Original Soundtrack, 4.04, 12, 0.0853
1443, Earthworm Jim Anthology, 4.46, 12, 0.0853
1444, BLAZBLUE SONG ACCORD #1 with CONTINUUM SHIFT, 4.18, 11, 0.0852
1445, REMASTERED TRACKS ROCKMAN ZERO Telos, 4.37, 15, 0.0851
1446, Under Defeat -Extended Tracks-, 4.08, 12, 0.0850
1447, Gargantia on the Verdurous Planet Original Soundtrack, 4.00, 15, 0.0850
1448, Myst Soundtrack, 4.00, 13, 0.0849
1449, Amrita, 4.46, 12, 0.0849
1450, The Legend of Dragoon Original Soundtrack, 3.75, 16, 0.0848
1451, DARK SOULS III Original Soundtrack, 3.53, 15, 0.0847
1452, Secret of Mana Genesis / Seiken Densetsu 2 Arrange Album, 3.18, 25, 0.0847
1453, Ys III J.D.K. Special, 3.83, 12, 0.0846
1454, MEGALOMANIA, 4.04, 12, 0.0845
1455, Free! Original Soundtrack Ever Blue Sounds, 4.31, 13, 0.0845
1456, DARK SOULS II OFFICIAL SOUNDTRACK CD, 3.44, 16, 0.0844
1457, Thieves of Fate: Radical Dreamers ReMix Project, 3.97, 18, 0.0843
1458, gRiMgRiMoiRe Soundtrack CD, 3.50, 13, 0.0843
1459, I.Q Intelligent Qube & I.Q FINAL PERFECT MUSIC FILE, 4.00, 11, 0.0842
1460, Transistor Original Soundtrack, 3.82, 11, 0.0842
1461, Never More -Reincarnation:PERSONA4-, 4.00, 11, 0.0841
1462, Jiyuu e no Shingeki / Linked Horizon, 3.50, 16, 0.0839
1463, Chanting the Moon ~Tsukikanade~ Ar tonelico Hymmnos concert Side Crimson, 4.42, 13, 0.0838
1464, DISSIDIA 012[duodecim] FINAL FANTASY Original Soundtrack, 3.61, 14, 0.0838
1465, F-ZERO The Transmitter, 4.03, 15, 0.0837
1466, Byousoku 5 Centimeter Soundtracks, 4.29, 12, 0.0836
1467, Machinarium Bonus EP, 4.00, 12, 0.0835
1468, THE LAST STORY: THE PREMIUM SOUNDTRACK, 3.64, 14, 0.0835
1469, NARUTO Original Soundtrack, 4.57, 14, 0.0834
1470, DEVIL SURVIVOR 2 Original Sound Track, 3.71, 14, 0.0833
1471, Skullgirls Original Soundtrack, 4.25, 14, 0.0833
1472, GUILTY GEAR Xrd -SIGN- ORIGINAL SOUND TRACK, 4.50, 12, 0.0832
1473, feel / Go dream Yuna & Tidus, 3.63, 15, 0.0832
1474, Virtua Fighter 3 Sound Tracks, 4.14, 11, 0.0831
1475, KLEENE, 4.23, 11, 0.0830
1476, Pokémon Reorchestrated: Kanto Symphony, 4.73, 11, 0.0829
1477, MARIOKART Wii PLATINUM SOUNDTRACK, 4.00, 20, 0.0829
1478, RIDGE RACERS 2 DIRECT AUDIO, 4.19, 13, 0.0828
1479, Manabu Namiki WORKS ~ OPERATION RAGNAROK ~, 3.68, 11, 0.0828
1480, F-ZERO X: Style Arrangements, 4.50, 13, 0.0827
1481, The Legend of Zelda Ocarina of Time Sound Track CD, 4.03, 16, 0.0826
1482, Maken X original sound tracks, 3.91, 11, 0.0826
1483, Genso Suikoden III Original Soundtrack, 3.63, 19, 0.0826
1484, The Music of Diablo 1996 - 2011: Diablo 15 Year Anniversary, 4.43, 14, 0.0826
1485, Lord of Apocalypse Original Soundtrack, 3.79, 14, 0.0821
1486, Advent Rising - Music from the Video Game, 4.27, 15, 0.0821
1487, Naraku no Hana / Eiko Shimamiya, 4.29, 14, 0.0820
1488, BIOHAZARD 6 ORIGINAL SOUNDTRACK, 3.71, 17, 0.0818
1489, VAMPIRE SOUND BOX, 4.41, 11, 0.0817
1490, Sonic R, 4.12, 21, 0.0816
1491, The OneUps Volume 1, 3.74, 19, 0.0815
1492, Rockman X7 Original Soundtrack, 3.92, 13, 0.0814
1493, 3D DOT GAME HEROES ORIGINAL SOUNDTRACK, 3.83, 12, 0.0814
1494, CHAOS RINGS II -Original Soundtrack-, 4.08, 12, 0.0811
1495, TV ANIMATION Tokyo Ghoul Original Soundtrack, 4.46, 12, 0.0811
1496, Symphonic Suite Dragon Quest IV: Guided People, 3.86, 11, 0.0809
1497, Raiden IV original sound track -Ultimate of Raiden-, 4.29, 12, 0.0806
1498, Rockman X8 Original Soundtrack, 4.07, 15, 0.0804
1499, Magna Carta II Original Sound Track, 3.59, 11, 0.0803
1500, The Seven Deadly Sins Original soundtrack, 4.36, 29, 0.0802
1501, Shigatsu wa Kimi no Uso ORIGINAL SONG & SOUNDTRACK, 3.86, 14, 0.0801
1502, SUZUNO=MIYA Ar tonelico III hymmnos concert side. Red, 3.92, 13, 0.0801
1503, FINAL FANTASY CRYSTAL CHRONICLES Echoes of Time Original Soundtrack, 3.76, 17, 0.0798
1504, Hitman: Contracts Original Soundtrack, 4.15, 13, 0.0797
1505, PERFECT SELECTION TWINBEE, 4.04, 12, 0.0797
1506, BioShock Orchestral Score, 3.86, 14, 0.0797
1507, Luminous Arc Original Soundtracks, 3.73, 13, 0.0796
1508, Armored Core Original Best Track, 3.68, 11, 0.0796
1509, Mighty Switch Force 2 Official Soundtrack, 4.00, 12, 0.0796
1510, SEGA PIANO NOCTURNE, 4.04, 12, 0.0794
1511, Twilight Symphony, 4.58, 12, 0.0794
1512, Guild Wars 2 Original Game Soundtrack, 4.16, 16, 0.0794
1513, Metal Kombat for the Mortal Man, 4.50, 11, 0.0794
1514, Ghost in the Shell STAND ALONE COMPLEX O.S.T.2, 4.18, 11, 0.0792
1515, Ghost in the Shell STAND ALONE COMPLEX Solid State Society O.S.T., 4.32, 11, 0.0790
1516, Summoning of Spirits: An Arrangement of Music from Tales of Phantasia and Tales of Symphonia, 3.62, 26, 0.0790
1517, PROFESSOR LAYTON VS GYAKUTEN SAIBAN MAGICAL MYSTERY MUSIC, 4.32, 11, 0.0790
1518, Tenchu 4 Original Soundtrack, 4.25, 12, 0.0789
1519, Metal Gear Solid Original Game Soundtrack, 4.27, 11, 0.0788
1520, HALO 2 original soundtrack volume two, 3.31, 16, 0.0787
1521, TV ANIME POCKET MONSTERS ORIGINAL SOUNDTRACK BEST 1997-2010 2, 4.79, 14, 0.0787
1522, Touch! Generations SOUND TRACK, 4.19, 16, 0.0787
1523, Kanon Arrange Best Album "recollections", 3.86, 11, 0.0785
1524, Zero Wing, 4.00, 11, 0.0784
1525, Virtua Fighter, 3.54, 13, 0.0782
1526, Nesshou!! STREET FIGHTER II, 3.64, 14, 0.0781
1527, VIDEO GAMES LIVE: LEVEL 2, 3.18, 17, 0.0781
1528, Donkey Kong Country 2 ~Diddy's Kong Quest~ Serious Monkey Business, 4.04, 23, 0.0781
1529, Myst III: Exile The Soundtrack, 3.63, 12, 0.0780
1530, Sendaisoushi ~ Offering to The Sukhavati, 4.68, 20, 0.0779
1531, Portal 2: Songs to Test By Volume 1, 3.92, 13, 0.0779
1532, Kiss Me Good-Bye, 3.92, 12, 0.0779
1533, Wave Race 64 Original Soundtrack, 3.96, 13, 0.0779
1534, Final Fight Original Sound Collection, 4.23, 11, 0.0778
1535, Xenoblade 2 SOUND SELECTION, 4.27, 11, 0.0777
1536, Dariusburst Original Soundtrack, 3.91, 11, 0.0777
1537, Love SQ, 3.34, 16, 0.0777
1538, SHOCK TROOPERS 2nd Squad / SHOCK TROOPERS, 4.18, 14, 0.0777
1539, BRA★BRA FINAL FANTASY BRASS de BRAVO, 4.07, 14, 0.0776
1540, The irregular at magic high school Original Soundtrack 2, 4.18, 11, 0.0776
1541, SONIC & KNUCKLES • SONIC THE HEDGEHOG 3, 3.78, 16, 0.0775
1542, Xenoblade2 Original Soundtrack [Type A], 4.83, 27, 0.0774
1543, Final Fantasy IV: Echoes of Betrayal, Light of Redemption, 3.43 (29), 0.0773
1544, TalesWeaver Original Soundtrack Plus, 4.50, 11, 0.0773
1545, PERSONA Q SHADOW OF THE LABYRINTH ORIGINAL SOUNDTRACK, 3.67, 15, 0.0772
1546, Double Dragon, 3.95, 11, 0.0772
1547, Shin Sekaiju no MeiQ 2 Fafnir no Kishi ORIGINAL SOUNDTRACK, 4.08, 13, 0.0772
1548, VIOLET EVERGARDEN : Automemories, 4.75, 12, 0.0771
1549, FINAL FANTASY XV Original Soundtrack Volume 2, 4.45, 11, 0.0770
1550, Borderlands Original Soundtrack, 3.92, 13, 0.0770
1551, The Witcher -Role.Playing Game- Original Soundtrack, 3.68, 11, 0.0768
1552, Sega Rally Championship Ignition, 4.09, 11, 0.0768
1553, THE LEGEND OF HEROES SORA NO KISEKI SC ORIGINAL SOUND TRACK, 4.27, 11, 0.0768
1554, Tales of Eternia Original Soundtrack, 3.15, 13, 0.0766
1555, Final Symphony - music from Final Fantasy VI, VII and X, 4.41 (11), 0.0765
1556, MEGA DRIVE LAST ACTION HEROES, 4.07, 14, 0.0764
1557, Lair Original Soundtrack from the Video Game [Limited Edition], 4.29, 12, 0.0764
1558, DOMINATED DANCEHALL, 3.95, 11, 0.0761
1559, Time & Space - A Tribute to Yasunori Mitsuda (Green), 3.67, 12, 0.0760
1560, Hoshi no Kirby 20th Anniversary Memorial Soundtrack, 4.13, 16, 0.0760
1561, Katayoku no Tori / Akiko Shikata, 4.21, 14, 0.0760
1562, Perfect Prince Original Soundtrack, 3.45, 11, 0.0759
1563, SILENT HILL 4 THE ROOM ORIGINAL SOUNDTRACK, 3.53, 18, 0.0758
1564, Plastik World, 4.24, 17, 0.0757
1565, Fate/Zero Drama CD II & Original Soundtrack II, 4.04, 12, 0.0756
1566, FAIRY TAIL ORIGINAL SOUNDTRACK VOL.3, 4.43, 15, 0.0755
1567, "Attack on Titan" Season 2 Original Soundtrack, 4.15, 31, 0.0755
1568, EVANGELION:2.0 YOU CAN (NOT) ADVANCE. original sound track [Limited Edition], 4.64, 14, 0.0754
1569, Maji de Watashi ni Koishinasai! S Music Collection, 4.00, 15, 0.0753
1570, FINAL FANTASY VII CHIPS, 3.58, 12, 0.0752
1571, ALAN WAKE SOUNDTRACK, 3.93, 15, 0.0752
1572, PERSONA5 ORIGINAL SOUNDTRACK, 3.67, 27, 0.0751
1573, Rockman ZX Advent Soundtrack: ZXA Tunes, 4.37, 15, 0.0750
1574, X'mas Collections music from SQUARE ENIX, 3.17, 18, 0.0749
1575, MOBIUS FINAL FANTASY Original Soundtrack, 3.17, 12, 0.0749
1576, SQ Chips 2, 3.50, 13, 0.0749
1577, BEGIERDE DES ZAUBERER, 4.66, 16, 0.0748
1578, ARCHIV-EAST, 4.46, 12, 0.0748
1579, GHOST IN THE SHELL : STAND ALONE COMPLEX Music Archive Sound Files, 4.33, 12, 0.0747
1580, MUSIC FROM FFV AND FFVI VIDEO GAMES, 3.70, 15, 0.0744
1581, Horizon on the Middle of Nowhere ORIGINAL SOUND TRACK, 4.67, 12, 0.0743
1582, Bouyuu Toukaidou ~ Retrospective 53 minutes -ZUN's Music Collection vol.4-, 4.45, 11, 0.0743
1583, MOBILE SUIT GUNDAM UNICORN ORIGINAL SOUNDTRACK 3, 4.76, 17, 0.0742
1584, FINAL FANTASY X VOCAL COLLECTION, 2.83, 21, 0.0741
1585, The Music of Command & Conquer: Red Alert, 4.36, 11, 0.0741
1586, Albert Odyssey 2, 3.96, 12, 0.0740
1587, Sonic Rush Adventure Original Soundtrack, 4.07, 14, 0.0736
1588, Mushishi Original Soundtrack Mushinone Zen, 4.42, 12, 0.0735
1589, white clear, 4.25, 12, 0.0734
1590, Marvel Super Heroes VS. Street Fighter Original Sound Track & Arrange, 3.36, 11, 0.0734
1591, Rayman Origins Original Soundtrack, 4.09, 11, 0.0733
1592, STREET FIGHTER III NEW GENERATION ORIGINAL ARRANGE ALBUM, 3.63, 12, 0.0732
1593, Legacy of Ys: Books I & II Original Soundtrack, 3.73, 11, 0.0730
1594, Puella Magi Madoka Magica Special CD 4 Original Soundtrack II, 4.44, 16, 0.0730
1595, Psychonauts Original Soundtrack, 3.64, 11, 0.0730
1596, Shin Megami Tensei Sound Collection, 3.55, 11, 0.0729
1597, THE KING OF FIGHTERS '98 -ULTIMATE MATCH- ORIGINAL SOUNDTRACK, 4.14, 11, 0.0728
1598, Love=ALL, 4.69, 13, 0.0727
1599, Prince of Persia WARRIOR WITHIN Original Soundtrack, 4.38, 12, 0.0726
1600, Marvel VS. Capcom: Clash of Super Heroes Original Soundtrack, 3.71, 14, 0.0726
1601, Little Busters! Arrange Album "Rockstar Busters!", 4.33, 12, 0.0724
1602, "Bomberman Hero" Original Soundtrack, 3.65, 13, 0.0722
1603, ROCKCAN Sound E Can (Rockman 25th Anniversary), 3.62, 13, 0.0722
1604, Humans + Gears: Xenogears ReMixed, 3.24, 17, 0.0722
1605, OTOMEDIUS-X ORIGINAL SOUNDTRACK, 3.42, 12, 0.0721
1606, Chrono Symphonic: A Cinematic Interpretation, 3.00, 31, 0.0720
1607, Mario Basketball 3on3 Original Soundtrack, 3.88, 13, 0.0718
1608, SEVEN RINGS IN HAND: Sonic and the Secret Rings Original Sound Track, 4.06, 18, 0.0718
1609, ORIGINAL SOUND TRACK DINOSAUR resurrection, 3.81, 13, 0.0718
1610, Monster Hunter 4 Original Soundtrack, 3.77, 11, 0.0717
1611, SUPER MARIO KART ALBUM, 3.74, 19, 0.0716
1612, Banjo-Tooie CD Soundtrack, 4.00, 12, 0.0714
1613, Motoi Sakuraba Live 2006 -Valkyrie Profile 2-, 4.05, 11, 0.0713
1614, Re:CREATORS Original Soundtrack, 4.23, 37, 0.0713
1615, The Best of Crush 40 - Super Sonic Songs, 4.69, 13, 0.0712
1616, FINAL FANTASY TYPE-0 Original Soundtrack, 4.11, 18, 0.0711
1617, Namco Game Sound Express VOL.2 Burning Force, 4.00, 12, 0.0711
1618, PiA-COM I / PIA-COMS, 3.91, 11, 0.0711
1619, DEATH NOTE original soundtrack II, 4.00, 14, 0.0710
1620, Tales of Zestiria Original Soundtrack, 4.38, 16, 0.0709
1621, A New World: intimate music from FINAL FANTASY, 4.17, 12, 0.0709
1622, Street Fighter III: 3rd Strike Original Soundtrack, 3.83, 12, 0.0708
1623, Hitman: Codename 47 / Hitman 2: Silent Assassin - Original Soundtracks From The Eidos Videogames, 4.21, 12, 0.0708
1624, HALO 2 original soundtrack and new music volume one, 3.39, 18, 0.0707
1625, Puella Magi Madoka Magica Special CD 6 Original Soundtrack III, 4.40, 15, 0.0700
1626, Music from "EVANGELION: 3.0" YOU CAN (NOT) REDO., 4.42, 12, 0.0699
1627, gravityWall/shØut / SawanoHiroyuki[nZk], 4.65, 13, 0.0698
1628, the Garden of sinners: Thanatos. Original Soundtrack, 4.45, 11, 0.0695
1629, SONIC THE HEDGEHOG VOCAL TRAXX SEVERAL WILLS, 4.14, 14, 0.0695
1630, Banjo-Kazooie Nuts & Bolts Original Soundtrack, 4.15, 13, 0.0695
1631, GUNVALKYRIE OFFICIAL SOUNDTRACK, 4.04, 13, 0.0694
1632, Mass Effect 2 Original Videogame Score, 3.50, 16, 0.0694
1633, Freedom Fighters Original Soundtrack, 4.41, 11, 0.0692
1634, LOG HORIZON ORIGINAL SOUNDTRACK 2, 4.17, 12, 0.0686
1635, GURREN LAGANN ORIGINAL SOUNDTRACK, 4.39, 14, 0.0686
1636, Fable II Original Soundtrack, 3.82, 11, 0.0685
1637, FINAL FANTASY TRIBUTE ~THANKS~, 3.75, 12, 0.0682
1638, Tobi Tsukihime Soundtrack, 4.23, 11, 0.0680
1639, Symphonic Suite Dragon Quest X: Mezameshi Itsutsu no Shuzoku, 4.13, 12, 0.0679
1640, NINETY-NINE NIGHTS ORIGINAL SOUNDTRACK, 4.27, 11, 0.0677
1641, Kanon AIR Piano Arrange Album Re-feel, 4.08, 12, 0.0675
1642, SONIC THE HEDGEHOG-REMIX, 4.13, 15, 0.0675
1643, Umineko no Naku Koro ni musicbox Red, 3.93, 14, 0.0675
1644, Assassin's Creed III: Liberation Original Game Soundtrack, 3.64, 11, 0.0674
1645, of memories, 4.60, 15, 0.0674
1646, Ninja Ryukenden II - Ankoku no Jashin Ken, 3.58, 12, 0.0673
1647, Super Mario Compact Disco: Ambassadors of Funk featuring M.C. Mario, 3.77, 13, 0.0672
1648, Diablo II Expansion Set: Lord of Destruction Soundtrack Audio CD, 4.18, 14, 0.0671
1649, planetarian original soundtrack, 4.23, 11, 0.0670
1650, THE LEGEND OF HEROES: AO NO KISEKI Original Soundtrack, 3.88, 12, 0.0670
1651, DEVIL SURVIVOR Original Remix Sound Track, 3.37, 15, 0.0669
1652, NICE TO MEAT YOU, 4.77, 11, 0.0669
1653, Over the Sky -FINAL FANTASY XII-, 3.67, 12, 0.0668
1654, Call of Duty: Modern Warfare 2 Original Score, 3.28, 16, 0.0668
1655, MARIOTENNIS64 ORIGINAL SOUND TRACK, 3.82, 17, 0.0667
1656, Mushishi Original Soundtrack Mushinone Go, 4.27, 11, 0.0667
1657, Batman: Arkham City - Original Video Game Score, 3.91, 11, 0.0665
1658, FINAL FANTASY X-2 Vocal Collection RIKKU, 2.95, 11, 0.0665
1659, Castlevania: Sonata of the Damned, 3.48, 22, 0.0665
1660, Omega Boost Original Soundtrack, 3.46, 12, 0.0665
1661, HALO 3: ODST ORIGINAL SOUNDTRACK, 3.48, 22, 0.0663
1662, Double Counterpoint, 4.54, 14, 0.0663
1663, Dear Esther Official Soundtrack, 3.71, 12, 0.0662
1664, Tales of Symphonia -Ratatosk no Kishi- Original Soundtrack, 3.38, 13, 0.0662
1665, Sora no Woto Original Soundtrack, 4.27, 11, 0.0662
1666, NARUTO Original Soundtrack III, 4.33, 12, 0.0661
1667, Kingdoms of Amalur: Reckoning - The Soundtrack, 4.09, 11, 0.0660
1668, Fate/stay night [Unlimited Blade Works] Original Soundtrack I, 4.15, 13, 0.0659
1669, CHOCOBO RACING ORIGINAL SOUNDTRACK, 3.96, 13, 0.0658
1670, The Witcher 2: Assassins of Kings Official Game Soundtrack, 3.96, 13, 0.0657
1671, Jormungand Original Soundtrack, 4.67, 12, 0.0653
1672, Baldur's Gate II: Shadows of Amn, 4.14, 11, 0.0653
1673, REMASTERED TRACKS ROCKMAN ZERO Idea, 4.23, 13, 0.0652
1674, Sonic Mania Plus Original Soundtrack, 4.47, 16, 0.0651
1675, Kong in Concert: Donkey Kong Country An Arrangement Collaboration, 3.43, 23, 0.0649
1676, Ollie King Original Soundtrack, 4.03, 16, 0.0646
1677, Yoshi's Story Original Soundtrack, 3.00, 17, 0.0645
1678, "Attack on Titan" Season 3 Original Soundtrack, 4.85, 13, 0.0644
1679, DEATH NOTE original soundtrack III, 4.00, 14, 0.0643
1680, Sailor Moon Crystal Original Soundtracks, 4.18, 14, 0.0642
1681, Sonic Adventure 2 Official Soundtrack, 4.00, 16, 0.0641
1682, A/Z|aLIEz / SawanoHiroyuki[nZk], 4.62, 17, 0.0641
1683, Valkyrie Profile 2 -Silmeria- Voice Mix Album, 3.55, 11, 0.0637
1684, Super Meat Boy! Soundtrack, 4.59, 11, 0.0637
1685, DEGENERATE DANCEHALL, 3.92, 12, 0.0634
1686, THE WORKS / JUN SENOUE, 4.25, 12, 0.0634
1687, System Shock 2 Soundtrack, 3.45, 11, 0.0633
1688, STREET FIGHTER EX 2 Arrange Album, 3.88, 12, 0.0629
1689, Subarashiki Kono Sekai + The World Ends with You, 4.06, 16, 0.0628
1690, Medal of Honor: Frontline Original Soundtrack Recording, 4.33, 12, 0.0627
1691, SONIC ADVENTURE Songs With Attitude ~Vocal mini-Album~, 4.14, 14, 0.0627
1692, PERSONA3 PORTABLE Voice Mix Arrange, 3.19, 16, 0.0624
1693, DOOM Original Game Soundtrack, 4.55, 11, 0.0621
1694, Sonic After the Sequel Original Sound Track, 4.45, 11, 0.0621
1695, Blue Exorcist Original Soundtrack 2, 4.38, 17, 0.0621
1696, Genso Suikogaiden Vol.2 Last Duel at the Crystal Valley Original Soundtrack, 4.00, 11, 0.0619
1697, Tales of Graces ORIGINAL SOUNDTRACK, 3.42, 13, 0.0618
1698, FANTASY LIFE ORIGINAL SOUND TRACK, 4.05, 11, 0.0616
1699, 25YEARLEGEND: A Legend of Zelda Indie Game Composer Tribute, 4.33, 12, 0.0615
1700, Harmony of a Hunter, 4.36, 11, 0.0614
1701, Marie no Atelier: Salburg no Renkinjutsushi Original Soundtrack, 3.55, 11, 0.0613
1702, DINO CRISIS ORIGINAL SOUNDTRACK, 3.12, 13, 0.0613
1703, BRAVELY SECOND END LAYER Original Soundtrack, 2.53, 35, 0.0613
1704, Nintendo Power - Play it Loud! Original Soundtrack Volume 1, 3.77, 11, 0.0613
1705, Minecraft - Volume Alpha, 3.47, 15, 0.0612
1706, Ikenie to Yuki no Setsuna ORIGINAL SOUNDTRACK, 3.64, 14, 0.0612
1707, Shin Megami Tensei IV SOUND & ART COLLECTION, 3.50, 12, 0.0610
1708, GENSOSUIKODENIV Original Soundtrack, 3.40, 15, 0.0608
1709, Cuts Unleashed: SA2 Vocal Collection, 3.81, 16, 0.0608
1710, Metroid Metal - Expansion Pack, 4.33, 12, 0.0607
1711, ninelie EP / Aimer, 4.59, 11, 0.0607
1712, FACE TO FAITH: SONIC AND THE BLACK KNIGHT - VOCAL TRAX, 4.07, 14, 0.0606
1713, SORA NO KISEKI ZANMAI, 3.92, 13, 0.0605
1714, Gensokyo Jihen, 4.36, 11, 0.0603
1715, Sword Art Online Original Soundtrack vol.2, 3.67, 15, 0.0602
1716, FAIRY TAIL ORIGINAL SOUND COLLECTION, 4.58, 12, 0.0602
1717, michigan ORIGINAL SOUND TRACK, 3.18, 11, 0.0599
1718, Rise of the Star: The Kirby's Adventure Remix Collaboration, 3.50, 12, 0.0599
1719, Battlefield 3 Original Videogame Soundtrack, 2.67, 12, 0.0598
1720, The Legend of Zelda: The Wind Waker HD Sound Selection, 4.00, 12, 0.0598
1721, ALEX KIDD COMPLETE ALBUM, 3.65, 13, 0.0597
1722, L.A. Noire Official Soundtrack, 3.69, 13, 0.0593
1723, THE ENTRANCE "Densetsu no Ogre Battle" Image Album, 2.95, 11, 0.0592
1724, FRONT MISSION ONLINE Original Soundtrack, 3.25, 12, 0.0584
1725, TV ANIMATION MY-HiME ORIGINAL SOUNDTRACK Vol.1 HiME, 4.50, 12, 0.0581
1726, Blue Exorcist The Movie Original Soundtrack, 4.46, 13, 0.0579
1727, The Legend of Zelda: Ocarina of Time Original Soundtrack, 4.18, 11, 0.0577
1728, narrative/NOISEofRAIN / SawanoHiroyuki[nZk] [Limited Edition], 4.86, 11, 0.0574
1729, THE KING OF FIGHTERS 2001 ORIGINAL SOUND TRAX, 3.00, 11, 0.0573
1730, LIGHTNING RETURNS:FINAL FANTASY XIII Original Soundtrack PLUS, 3.29, 14, 0.0573
1731, PUELLA MAGI MADOKA MAGICA THE MOVIE: REBELLION ORIGINAL SOUNDTRACK, 4.50, 13, 0.0571
1732, DARK SOULS with ARTORIAS OF THE ABYSS EDITION Original Soundtrack, 4.15, 13, 0.0570
1733, DooM: The Dark Side of Phobos, 3.42, 12, 0.0570
1734, Tales of Hearts Original Soundtrack, 3.46, 12, 0.0568
1735, SHIN SANGOKUMUSOU 6 ORIGINAL SOUND TRACK COMPLETE, 4.09, 11, 0.0568
1736, FINAL FANTASY REMIX, 2.66, 19, 0.0568
1737, Devil Summoner: Soul Hackers Arrange Sound Track, 4.27, 11, 0.0568
1738, Pachislot Akumajo DraculaII Original Soundtrack, 2.86, 11, 0.0566
1739, Bokujou Monogatari ~ Harvest Moon Original Soundtrack, 3.64, 14, 0.0565
1740, Jiyuu e no Shingeki / Linked Horizon [Limited Edition], 3.29, 12, 0.0565
1741, Gekijouban Fate/stay night UNLIMITED BLADE WORKS ORIGINAL SOUND TRACK, 4.27, 11, 0.0565
1742, Secret of Mana Original Soundtrack, 3.50, 12, 0.0564
1743, NARUTO Original Soundtrack II, 4.23, 11, 0.0563
1744, Final Fantasy V: The Fabled Warriors ~I. WIND~, 3.34, 16, 0.0562
1745, Chocobo to Mahou no Ehon Series Original Soundtrack, 3.45, 11, 0.0562
1746, Biohazard 2 ReMIX~met@morPhoses~, 2.95, 11, 0.0561
1747, Mr. DRILLER SOUND TRACKS, 4.00, 11, 0.0561
1748, Xenogears Light | an arranged album, 2.64, 14, 0.0561
1749, Metal Gear 25th Anniversary ~ Metal Gear Music Collection, 4.18, 11, 0.0557
1750, The Baku Bom!!! Baku Bomberman Original Soundtrack, 3.57, 15, 0.0556
1751, GUNDAM BUILD FIGHTERS ORIGINAL SOUNDTRACK, 4.27, 26, 0.0556
1752, ZONE OF THE ENDERS ReMIX EDITION, 3.47, 16, 0.0555
1753, REMASTERED TRACKS ROCKMAN ZERO, 3.90, 15, 0.0554
1754, Elminage ~Yami no Miko to Kamigami no Yubiwa~ Original Soundtrack, 3.41, 11, 0.0552
1755, True Blue: The Best of Sonic the Hedgehog, 4.07, 15, 0.0549
1756, PUELLA MAGI MADOKA☆MAGICA THE MOVIE Original Soundtrack, 3.89, 14, 0.0548
1757, NiGHTS: Lucid Dreaming, 3.79, 14, 0.0548
1758, Nadir, 4.59, 11, 0.0548
