Rank, Album Name, Rating, #votes, Popularity
702, CODE OF PRINCESS Original Soundtrack, 4.13, 15, 0.1433
703, Castlevania ~Lords of Shadow~ Soundtrack, 3.95, 29, 0.1430
704, ANUBIS ZONE OF THE ENDERS ORIGINAL SOUNDTRACK, 4.28, 23, 0.1428
705, Daytona USA, 4.00, 23, 0.1427
706, MARIOSTORY ORIGINAL SOUND TRACK, 3.74, 29, 0.1426
707, Beer SQ [Limited Edition], 4.03, 15, 0.1425
708, PHANTASY STAR COLLECTION: Sound Collection II, 4.41, 22, 0.1423
709, Symphonic Suite Dragon Quest V: Heaven's Bride, 4.32, 14, 0.1422
710, Knights in the Nightmare Perfect Audio Collection, 4.50, 12, 0.1421
711, Shining Hearts Original Soundtrack, 4.03, 15, 0.1420
712, Shiki Original Soundtrack, 4.67, 18, 0.1420
713, Sekaiju no MeiQ SUPER ARRANGE VERSION, 4.05, 21, 0.1419
714, Falcom jdk Band 2008 Spring, 4.50, 17, 0.1418
715, Snatcher >> Policenauts Music Compilation of Hideo Kojima/Black Disc, 4.39, 14, 0.1416
716, Shovel Knight Original Soundtrack, 4.09, 23, 0.1415
717, FINAL FANTASY IV Original Soundtrack Remaster Version, 4.11, 18, 0.1412
718, BARE KNUCKLE III, 3.70, 30, 0.1410
719, Darius Gaiden, 4.41, 16, 0.1409
720, WILD ARMS 2nd IGNITION ORIGINAL SOUNDTRACK, 3.71, 21, 0.1408
721, Area 88, 4.33, 12, 0.1406
722, biohazard 4 Soundtrack Book, 4.06, 18, 0.1405
723, Shadows of the DAMNED, 3.91, 23, 0.1403
724, Parasite Eve I & II Original Soundtrack BOX, 4.06, 17, 0.1403
725, Ori and the Blind Forest, 4.38, 16, 0.1403
726, Ragnarok Online OriginalSoundtrack, 4.14, 18, 0.1403
727, FolksSoul ORIGINAL SOUNDTRACK, 4.07, 15, 0.1403
728, Heroes of Might and Magic IV: The Soundtrack, 4.19, 13, 0.1402
729, Symphonic Poem "Hope", 4.17, 15, 0.1400
730, Tekken 6 Soundtrack, 3.79, 19, 0.1400
731, Seiken Densetsu Music Complete Book, 4.54, 14, 0.1398
732, GRADIUS III, 4.21, 14, 0.1397
733, Omega Five sound track, 4.03, 20, 0.1396
734, Ys VIII -Lacrimosa of DANA- ORIGINAL SOUNDTRACK, 4.53, 17, 0.1396
735, Okamiden ~Chiisaki Taiyou~ Original Soundtrack, 3.95, 19, 0.1395
736, Mighty Switch Force! Official Soundtrack, 4.64, 18, 0.1395
737, Genso Suikoden Music Collection ~Celtic Collection~, 4.18, 14, 0.1393
738, ESCHATOS Soundtrack, 4.29, 19, 0.1393
739, alone the world WILD ARMS Vocal Collection, 4.05, 21, 0.1393
740, Symphonic Poem GRADIUS III, 4.25, 14, 0.1393
741, Tekken Tag Tournament Original Soundtrack, 4.28, 16, 0.1391
742, Kukeiha Club, 4.34, 16, 0.1389
743, Jet Set Radio Future Original Sound Tracks, 4.36, 22, 0.1386
744, Nintendo Super Famicom Game Music, 4.29, 17, 0.1386
745, Shin Hikari Shinwa: Palutena no Kagami Music Selection, 4.18, 20, 0.1380
746, THE SECRET LOVER: Mushihimesama REMIX TRACKS, 4.38, 12, 0.1379
747, RAYFORCE, 4.50, 15, 0.1379
748, "PANZER DRAGOON ORTA" ORIGINAL SOUND TRACK, 4.32, 17, 0.1378
749, Akumajo Dracula Mokushiroku Original Game Soundtrack, 3.65, 27, 0.1377
750, Symphonic Suite Dragon Quest V: Heaven's Bride, 4.73, 13, 0.1376
751, ZWEI2 Original Soundtrack, 4.54, 13, 0.1376
752, REMASTERED TRACKS ROCKMAN ZERO Mythos, 4.54, 25, 0.1375
753, Contra Chronicle Vol.2 The Beginning of the Legends, 4.91, 11, 0.1374
754, BIO HAZARD SOUND TRACK REMIX, 4.12, 21, 0.1373
755, Onimusha 3 Original Soundtrack, 4.12, 13, 0.1371
756, History Repeats Itself: Abandoner/Lostchild coupling soundtrack, 4.67, 15, 0.1371
757, Ghost in the Shell STAND ALONE COMPLEX O.S.T.3, 4.50, 14, 0.1370
758, Enthusia ~Professional Racing~ Original Soundtrack, 4.34, 16, 0.1370
759, POLICENAUTS, 4.43, 14, 0.1368
760, Chill SQ, 3.94, 18, 0.1368
761, Atelier Meruru Original Soundtrack, 4.50, 18, 0.1368
762, DEATHSMILES ARRANGE ALBUM, 3.52, 22, 0.1367
763, VOICES music from FINAL FANTASY - Final Fantasy Premium Orchestra Concert [Limited Edition], 4.57, 14, 0.1367
764, FINAL FANTASY X HD Remaster Original Soundtrack, 3.32, 28, 0.1367
765, Toki wo Kizamu Uta/TORCH, 4.47, 18, 0.1364
766, THE KING OF FIGHTERS 2000 ARRANGE SOUND TRAX, 4.62, 13, 0.1362
767, TEKKEN 3 arcade soundtrack 001 ex, 3.89, 18, 0.1357
768, .hack//SIGN ORIGINAL SOUND & SONG TRACK 2, 4.31, 13, 0.1356
769, Dracula ~Music Collection~, 4.03, 16, 0.1356
770, Parasite Eve II ORIGINAL SOUNDTRACK, 3.39, 28, 0.1356
771, THE KING OF FIGHTERS '98 ARRANGE SOUND TRAX, 4.63, 16, 0.1355
772, Cafe SQ, 3.67, 18, 0.1355
773, Under Defeat -Sound Tracks-, 4.15, 13, 0.1354
774, MADE IN ABYSS ORIGINAL SOUNDTRACK, 4.56, 18, 0.1352
775, Hikari no 4 Senshi -Final Fantasy Gaiden- Original Soundtrack, 4.03, 20, 0.1352
776, BLAST FROM THE PAST, 4.31, 18, 0.1351
777, NEON GENESIS EVANGELION, 4.13, 19, 0.1348
778, Symphonic Suite "SUIKODEN" ~presented by JAGMO~, 5.00, 12, 0.1348
779, Last Bible III Soundtrack, 4.35, 13, 0.1348
780, Catherine Sound Disc & Art Book, 4.00, 26, 0.1347
781, THE VISION OF ESCAFLOWNE ORIGINAL SOUNDTRACK, 4.31, 13, 0.1347
782, Chocobo no Fushigi na Dungeon Tokiwasure no Meikyuu Original Soundtrack, 3.98, 20, 0.1345
783, GOD TRACKS!, 4.24, 17, 0.1344
784, STREET FIGHTER EX2, 4.38, 12, 0.1344
785, AKAI KATANA ORIGINAL SOUND TRACK, 3.70, 22, 0.1343
786, Harmonia / Akiko Shikata, 4.34, 19, 0.1342
787, Famicom Sound History Series "Mario the Music", 4.50, 19, 0.1341
788, METAL GEAR 20th ANNIVERSARY: METAL GEAR MUSIC COLLECTION, 4.09, 17, 0.1340
789, 25th Anniversary Rockman Rock Arrange Ver., 3.80, 22, 0.1340
790, SONIC RUSH Original Groove Rush., 4.18, 25, 0.1340
791, Sorcerian Super Arrange Version III Sengoku Sorcerian VS Pyramid Sorcerian, 4.04, 12, 0.1339
792, Guilty Gear X Original Sound Track, 3.79, 12, 0.1339
793, Mass Effect Original Soundtrack, 3.90, 24, 0.1338
794, WILD ARMS Music the Best -rocking heart-, 3.88, 20, 0.1335
795, METAL GEAR RISING REVENGEANCE Vocal Tracks, 3.98, 25, 0.1334
796, Mamoru-kun wa Norowarete Shimatta! Soundtrack, 4.22, 16, 0.1334
797, TALES OF THE ABYSS Original Soundtrack, 3.57, 21, 0.1333
798, Ys & Ys II ETERNAL Original Sound Track, 4.32, 11, 0.1333
799, Machinarium Soundtrack, 4.17, 23, 0.1331
800, Fate/stay night A.OST, 4.42, 18, 0.1330
801, Perfect Selection Dracula, 3.10, 29, 0.1328
802, 20th Anniversary Rockman 1~6 Techno Arrange Ver., 3.50, 28, 0.1326
803, FAIRY TAIL ORIGINAL SOUNDTRACK VOL.1, 4.80, 22, 0.1326
804, FINAL FANTASY XII THE ZODIAC AGE Original Soundtrack [Limited Edition], 4.54, 14, 0.1325
805, MAGICAL CHASE ORIGINAL SOUNDTRACK, 4.13, 12, 0.1325
806, Neotokyo, 4.74, 17, 0.1325
807, AFRIKA ORIGINAL SOUNDTRACK, 4.35, 20, 0.1324
808, Rockman 2: The Power Fighters, 3.90, 15, 0.1322
809, Namco × Capcom Original Soundtrack, 4.15, 17, 0.1321
810, XEXEX, 4.46, 14, 0.1320
811, Final Fantasy 1987 - 1994 [Limited Edition], 3.89, 19, 0.1319
812, MIDI POWER Pro 3 ~Policenauts~, 4.46, 12, 0.1318
813, Gyakuten Saiban 3 Original Soundtrack, 4.31, 18, 0.1318
814, SOLID SNAKE METAL GEAR2, 4.21, 19, 0.1317
815, Shin Megami Tensei II Sound Relation, 4.38, 13, 0.1316
816, ASURA'S WRATH Original Soundtrack, 3.97, 19, 0.1316
817, God of War II Official Soundtrack, 3.81, 13, 0.1316
818, Lost Child Original Sound Track from S.S.H Side-A, 4.44, 16, 0.1315
819, INFINITE UNDISCOVERY ORIGINAL SOUNDTRACK, 3.59, 16, 0.1314
820, Street Fighter II Image Album -G.S.M. CAPCOM-, 3.98, 24, 0.1313
821, Gyakuten Kenji Original Soundtrack, 3.92, 18, 0.1313
822, parasite eve remixes, 3.68, 22, 0.1312
823, suteki da ne featured in FINAL FANTASY X, 3.97, 18, 0.1312
824, TOBAL No.1 Original Sound Track, 3.89, 19, 0.1312
825, Gensei Kyokou Seirei Kidoudan Original Sound Track & Drama, 4.19, 13, 0.1311
826, Blue Exorcist Original Soundtrack 1, 4.54, 28, 0.1310
827, Biohazard The Darkside Chronicles Original Soundtrack, 4.50, 13, 0.1310
828, Lost Files, 3.88, 12, 0.1310
829, GAROU: MARK OF THE WOLVES, 4.55, 11, 0.1308
830, LOST CHILD infinia, 4.50, 14, 0.1308
831, Original Video Animation Rurouni Kenshin -Meiji Kenkaku Romantan- Tsuiokuhen Original Soundtrack, 4.73, 11, 0.1307
832, SUPER MARIO GALAXY ORIGINAL SOUND TRACK, 4.15, 24, 0.1307
833, BIOHAZARD 5 ORIGINAL SOUNDTRACK, 3.70, 23, 0.1305
834, Zwei!! Original Sound Track 2008, 4.04, 12, 0.1304
835, LET'S GO AWAY THE VIDEO GAME DAYTONA USA ANNIVERSARY BOX, 4.47, 16, 0.1304
836, SUPER MARIO ODYSSEY ORIGINAL SOUND TRACK, 4.50, 15, 0.1304
837, METAL BLACK -The First-, 4.25, 16, 0.1303
838, Atelier Iris ETERNAL MANA 2 Arranged Tracks RED LUCIFER RISING, 4.28, 16, 0.1302
839, OZ ORIGINAL SOUNDTRACK, 4.47, 15, 0.1301
840, ATLUS BEST SELECTION MEGAMI SEKAI MEGATEN WORLD, 4.14, 11, 0.1301
841, KUKEIHA CLUB pro-fusion ~TOKIMEKI MEMORIAL~, 4.39, 14, 0.1297
842, Perfect Selection GRADIUS, 4.36, 18, 0.1296
843, STAR OCEAN Till the End of Time Arrange Album, 3.60, 15, 0.1296
844, HALO Original Soundtrack, 3.75, 28, 0.1296
845, deathsmiles IIX original sound track, 4.03, 19, 0.1296
846, Tour de Japon: Music from Final Fantasy, 4.75, 12, 0.1295
847, Xenoblade2 Original Soundtrack [Type C], 4.75, 30, 0.1292
848, Symphonic Suite Dragon Quest V: Heaven's Bride, 4.83, 12, 0.1292
849, KAISER KNUCKLE, 4.32, 14, 0.1289
850, Atelier Totori Original Soundtrack, 4.50, 20, 0.1289
851, Manenjushaka ~ Nada Upasana Pundarika, 4.81, 36, 0.1289
852, Rockman 8: Metal Heroes Original Soundtrack, 3.84, 22, 0.1288
853, Senjou no Valkyria Piano Pieces, 4.33, 12, 0.1287
854, Namco Game Sound Express VOL.26 Tekken 2, 4.00, 15, 0.1286
855, Thunder Force III/Tecno Soft GAME MUSIC COLLECTION VOL.3, 4.38, 17, 0.1286
856, FINAL FANTASY IV MINIMUM ALBUM, 4.08, 12, 0.1284
857, ICO Respect Arrange Album, 4.04, 13, 0.1284
858, Hoshi no Kirby ~Yume no Izumi no Monogatari~ / Mako Miyata, 3.96, 13, 0.1283
859, Star Ocean Perfect Sound Collection, 4.09, 16, 0.1283
860, Bloodrayne: Betrayal Official Soundtrack, 4.12, 17, 0.1283
861, Higurashi no Naku Koro ni Kai Original Soundtrack, 4.63, 12, 0.1282
862, GRAN TURISMO 4 ORIGINAL GAME SOUNDTRACK, 4.40, 15, 0.1282
863, SOUL SACRIFICE ORIGINAL SOUNDTRACK, 3.65, 24, 0.1282
864, DEVIL MAY CRY 2 ORIGINAL SOUNDTRACK, 4.07, 14, 0.1282
865, Shinobi ORIGINAL SOUNDTRACK, 4.53, 18, 0.1280
866, Hitokui no Oowashi Trico Original Soundtrack, 4.06, 16, 0.1279
867, Mononoke Hime Soundtrack, 4.28, 16, 0.1279
868, THE LEGEND OF ZELDA:MAJORA'S MASK ORCHESTRATIONS, 3.52, 28, 0.1278
869, Dragon Quest Game Music Super Collection Vol. 2, 3.88, 13, 0.1278
870, THE LEGEND OF ZELDA OCARINA OF TIME 3D ORIGINAL SOUNDTRACK, 3.98, 33, 0.1278
871, Finest FANTASY For ADVANCE: FINAL FANTASY IV V VI Original Sound Track, 4.53, 18, 0.1277
872, R-TYPE Δ, 4.06, 17, 0.1277
873, Your Name / RADWIMPS, 4.16, 19, 0.1274
874, ROGUE GALAXY Premium Arrange, 4.07, 15, 0.1274
875, Mamoru-kun wa Norowarete Shimatta! Arrange Tracks, 3.84, 16, 0.1272
876, Guilty Gear XX #Reload Korean Version Original Sound Track, 4.41, 16, 0.1271
877, GALAXY FORCE II & THUNDER BLADE ORIGINAL SOUND TRACK, 4.37, 15, 0.1268
878, Rez / Gamer's Guide to..., 4.14, 21, 0.1268
879, KUKEIHA CLUB pro-fusion ~TWINBEE YAHHO!~, 4.04, 14, 0.1267
880, Music from Alone in the Dark, 4.00, 16, 0.1267
881, GRADIUS ReBirth Original Soundtrack, 4.06, 17, 0.1267
882, Re:Birth/Seiken Densetsu Kenji Ito Arrange Album, 3.75, 22, 0.1267
883, Eternal Darkness: Sanity's Requiem Sound Track, 4.11, 19, 0.1266
884, F. F. MIX, 3.53, 19, 0.1264
885, Akumajo Dracula MIDI collection, 3.81, 18, 0.1264
886, Soul Blader, 4.13, 15, 0.1264
887, Street Fighter ZERO Arcade Gametrack, 3.66, 16, 0.1264
888, NieR:Automata Original Soundtrack HACKING TRACKS, 4.36, 14, 0.1264
889, Cocoon of White Dreams ~Ricordando il Passato~, 4.18, 14, 0.1262
890, KILL la KILL ORIGINAL SOUND TRACK, 4.24, 51, 0.1262
891, Perfect Dark Dual CD Soundtrack, 4.09, 17, 0.1262
892, Yuusha no Kuse ni Namaikida. 1&2 Giant Recital, 4.45, 11, 0.1261
893, Langrisser: Hikari no Matsuei, 3.50, 14, 0.1260
894, iFUTURELIST, 4.41, 16, 0.1259
895, THE LEGAIA Original Soundtrack, 4.41, 11, 0.1258
896, 7THDRAGON2020 ORIGINAL SOUNDTRACK, 4.03, 17, 0.1257
897, Live at Symphony Hall / Video Game Orchestra, 4.36, 14, 0.1256
898, THE STAR ONIONS FINAL FANTASY XI- Music from the Other Side of Vana'diel, 3.55, 21, 0.1254
899, Super Famicom Version Symphonic Suite Dragon Quest III: Into the Legend..., 4.50, 11, 0.1253
900, FRAGILE ~Sayonara Tsuki no Haikyo~ Original Soundtrack PLUS, 4.22, 18, 0.1252
901, OTOMEDIUS ORIGINAL SOUNDTRACK, 4.69, 13, 0.1252
902, WANGAN MIDNIGHT SOUNDTRACK, 3.56, 17, 0.1252
903, Tales of Vesperia Original Soundtrack, 3.69, 24, 0.1252
904, Mushihimesama Special Arrange Album, 4.13, 15, 0.1251
905, GUILTY GEAR ISUKA ORIGINAL SOUNDTRACK, 3.82, 19, 0.1251
906, Child of Light / Cœur de pirate, 4.47, 18, 0.1251
907, Gunstar Heroes Sound Collection, 4.10, 15, 0.1250
908, Waterway ~Mio Ar tonelico II Hymmnos Concert Side Blue, 4.24, 17, 0.1250
909, SQ Chips, 3.55, 21, 0.1249
910, Sekaiju no MeiQ V: Nagaki Shinwa no Hate Original Soundtrack, 4.33, 15, 0.1247
911, VALKYRIA : Azure Revolution Original Soundtrack, 3.77, 15, 0.1246
912, METAL GEAR SOLID V ORIGINAL SOUNDTRACK, 3.35, 17, 0.1245
913, Falcom Special Box '93, 4.55, 11, 0.1244
914, Red Dragon Original Soundtrack, 4.00, 15, 0.1244
915, Gungage Original Soundtrack, 4.41, 16, 0.1243
916, Estpolis Denki II, 4.23, 13, 0.1243
917, Sekaiju no MeiQ² *syoou no seihai* sound track : Piano sketch version, 4.00, 14, 0.1243
918, Phantom Brave ~Original sound track~, 4.13, 12, 0.1241
919, LORD of VERMILION Re:2 FAN KIT, 3.87, 15, 0.1240
920, SONG OF SAYA ORIGINAL SOUNDTRACK, 4.35, 17, 0.1240
921, DRAGON FORCE COMPLETE ALBUM, 4.58, 13, 0.1240
922, Music from Sorcerian, 4.41, 11, 0.1239
923, Rockman 9 Arrange Soundtrack, 3.63, 28, 0.1239
924, FALCOM vs. jdk BAND 2010 SUMMER, 4.33, 12, 0.1238
925, CHRONO TRIGGER Official Soundtrack: Music from FINAL FANTASY CHRONICLES, 3.92, 13, 0.1238
926, Ninja Ryukenden -G.S.M. TECMO 1-, 4.42, 12, 0.1237
927, Falcom Special Box '94, 4.04, 14, 0.1237
928, BAROQUE Original Soundtrack, 3.92, 13, 0.1235
929, Scott Pilgrim vs. the World: The Game Original Videogame Soundtrack, 4.40, 21, 0.1234
930, PROJECT SOUL the PRIMARY SOUND BOX -SOUL EDGE ~ SOULCALIBUR I & II-, 4.67, 15, 0.1234
931, Namco Game Sound Express VOL.14 Ridge Racer 2, 3.91, 17, 0.1233
932, BROKEN THUNDER -project THUNDER FORCE VI-, 4.33, 15, 0.1233
933, BLACK★ROCK SHOOTER THE GAME ORIGINAL SOUNDTRACK, 4.32, 17, 0.1233
934, The Orchestral SaGa -Legend of Music-, 4.39, 18, 0.1233
935, MONSTER WORLD COMPLETE COLLECTION ORIGINAL SOUND TRACK, 4.41, 17, 0.1231
936, PERFECT COLLECTION Dragon Slayer: The Legend of Heroes, 3.95, 11, 0.1231
937, FM Sound Module Maniax, 4.46, 13, 0.1231
938, Silent Hill Shattered Memories Soundtrack, 3.78, 25, 0.1228
939, AZEL -PanzerDragoonRPG- COMPLETE ALBUM, 4.23, 13, 0.1227
940, Space Channel 5 original soundtrack, 4.18, 14, 0.1227
941, Zero Divide 2: The Secret Wish Original Soundtrack, 4.96, 13, 0.1226
942, RIDGE RACERS direct audio, 4.37, 15, 0.1226
943, TALES OF KNIGHTHOOD: SONIC AND THE BLACK KNIGHT - ORIGINAL SOUNDTRAX, 4.07, 21, 0.1226
944, preludio -For All of You FF Lovers-, 4.59, 11, 0.1225
945, ASH: Archaic Sealed Heat Original Soundtrack, 3.54, 25, 0.1225
946, Ghost in the Shell STAND ALONE COMPLEX O.S.T., 4.21, 14, 0.1225
947, God of War Soundtrack, 3.73, 11, 0.1224
948, Virtua Fighter 2 SOUND TRACK, 4.13, 15, 0.1224
949, Space Manbow, 4.06, 17, 0.1221
950, FICTION II, 4.33, 12, 0.1220
951, SQUARE ENIX MUSIC Presents Music for Art, 4.21, 12, 0.1219
952, Heavy Rain Original Videogame Score, 3.60, 21, 0.1217
953, FINAL FANTASY XV Original Soundtrack, 3.60, 31, 0.1216
954, Umihara Kawase Soundtrack, 4.50, 14, 0.1215
955, Shin Onimusha Dawn of Dreams Special Pack Original Soundtrack, 4.25, 16, 0.1215
956, StarCraft II: Wings of Liberty Soundtrack, 4.24, 17, 0.1215
957, GOD OF WAR III: ORIGINAL SOUNDTRACK FROM THE VIDEO GAME, 3.79, 12, 0.1213
958, Red Dead Redemption Original Soundtrack, 4.00, 17, 0.1210
959, Resolution Trigger, 4.59, 11, 0.1210
960, Donkey Kong Country 3: Dixie Kong's Double Trouble! Original Soundtrack, 3.77, 22, 0.1209
961, GUWANGE Arrange Album + Original Sound Track, 4.00, 11, 0.1209
962, NEO CONTRA Original Soundtrack, 4.50, 15, 0.1208
963, Nintendo Sound History Series: Zelda the Music, 3.86, 22, 0.1208
964, HOSPITAL. -Six Doctors- ORIGINAL SOUNDTRACK, 4.53, 17, 0.1207
965, Demon's Souls ART BOOK & SOUNDTRACK CD, 3.71, 33, 0.1207
966, Vampire Savior: The Lord Of Vampire, 4.07, 14, 0.1206
967, METAL SLUG2, 4.21, 12, 0.1205
968, RADIATA STORIES Original Soundtrack, 3.77, 15, 0.1204
969, Shin Megami Tensei: Digital Devil Saga 2 Original Soundtrack, 4.18, 17, 0.1203
970, PIANO OPERA FINAL FANTASY IV/V/VI, 3.74, 23, 0.1202
971, THE LUNATIC: IBARA REMIX TRACKS, 4.10, 15, 0.1202
972, Ys Healing, 4.04, 14, 0.1201
973, Technosoft GAME MUSIC COLLECTION VOL.4 ~ Elemental Master, 4.33, 12, 0.1201
974, ENEMY ZERO original soundtrack, 4.44, 16, 0.1200
975, Atelier Shallie -Alchemist of the sea of dusk- ORIGINAL SOUNDTRACK, 4.36, 14, 0.1199
976, ODIN SPHERE LEIFTHRASIR Original Soundtrack, 4.00, 16, 0.1198
977, SUITE GRADIUS Fantasia, 4.12, 13, 0.1198
978, Dark Cloud Original Soundtrack, 3.88, 17, 0.1197
979, FEZ ORIGINAL SOUNDTRACK, 3.69, 18, 0.1196
980, Nintendo All Star! Dairantou Smash Brothers Original Soundtrack, 3.95, 21, 0.1194
981, Shin Megami Tensei IV Original Soundtrack, 3.91, 29, 0.1192
982, Dune - Spice Opera, 4.47, 16, 0.1190
983, Tenkuu no Shiro Laputa Soundtrack -Hikouseki no Nazo-, 4.21, 12, 0.1189
984, DETANA!! TWINBEE / KONAMI KUKEIHA CLUB, 4.41, 11, 0.1189
985, CODE GEASS Lelouch of the Rebellion O.S.T., 4.54, 12, 0.1188
986, Rockman ZX Soundtrack: ZX Tunes, 4.52, 23, 0.1187
987, Labyrinth no Kanata Original Soundtrack, 4.50, 15, 0.1187
988, Okamiden ~Chiisaki Taiyou~ Oto to Hikari no Tamatebako, 4.91, 11, 0.1185
989, Pachislot Akumajo Dracula Original Soundtrack, 3.69, 18, 0.1185
990, Devil May Cry O.S.T., 4.50, 11, 0.1184
991, Soukyugurentai Original Soundtrack, 3.73, 15, 0.1184
992, TEKKEN4 Original Sound Tracks, 3.75, 12, 0.1183
993, ESCAFLOWNE Original Sound Track, 4.46, 13, 0.1183
994, STREET FIGHTER EX, 4.07, 14, 0.1183
995, GANBARE GOEMON~NEO MOMOYAMA-BAKUFU NO ODORI~ ORIGINAL GAME SOUNDTRACK, 4.43, 15, 0.1182
996, WANGAN MIDNIGHT MAXIMUM TUNE 4 ORIGINAL SOUNDTRACK, 3.72, 16, 0.1182
997, CADENZA -Gyakuten Saiban 1-, 4.30, 15, 0.1181
998, Gyakuten Saiban 5 Original Soundtrack, 4.18, 14, 0.1181
999, SENKO NO RONDE Dis-United Order SOUND TRACK, 4.04, 14, 0.1180
1000, TVanimation NORAGAMI Original Soundtrack Noragami no Oto, 4.33, 18, 0.1179
1001, ABANDONER original sound track, 4.53, 15, 0.1177
1002, Atelier Escha & Logy -Alchemist of Dusk Sky- Original Soundtrack, 4.21, 17, 0.1177
1003, Namco Game Sound Express VOL.11 Ridge Racer, 4.18, 17, 0.1177
1004, FRONTIER GATE ORIGINAL SOUNDTRACK, 4.00, 14, 0.1176
1005, Valkyrie Profile -LENNETH- Arrange Album, 4.29, 14, 0.1174
1006, PERFECT SELECTION Sound Racing History, 4.42, 13, 0.1171
1007, DRAGON'S DOGMA Original Soundtrack, 3.94, 17, 0.1171
1008, Lagrange Point, 4.42, 12, 0.1171
1009, Mushihimesama Cave Festival ver1.5 -Arrange Album-, 3.88, 13, 0.1170
1010, FINAL FANTASY XI Chains of Promathia Original Soundtrack, 3.67, 18, 0.1169
1011, TV ANIME POCKET MONSTERS ORIGINAL SOUNDTRACK BEST 1997-2010, 4.85, 17, 0.1168
1012, BUSHIDO BLADE 2 ORIGINAL SOUNDTRACK, 4.21, 14, 0.1168
1013, World of Warcraft Soundtrack, 4.00, 15, 0.1167
1014, Falcom Special Box '91, 4.29, 12, 0.1166
1015, Calling All Dawns, 4.53, 16, 0.1166
1016, VIDEO GAMES LIVE: VOLUME ONE, 3.29, 21, 0.1165
1017, CHRONO CROSS ~memory of music~, 3.93, 15, 0.1161
1018, FRONT MISSION 5 ~Scars of the War~ ORIGINAL SOUNDTRACK, 4.00, 12, 0.1157
1019, PERFECT SELECTION SNATCHER & SD SNATCHER, 4.20, 15, 0.1157
1020, SUPER MARIO SOUND COLLECTION, 4.19, 16, 0.1157
1021, Puella Magi Madoka Magica Music Collection, 4.38, 21, 0.1156
1022, DO-DON-PACHI DAI-FUKKATSU BLACK LABEL Arrange Mode Album, 3.77, 15, 0.1154
1023, To the Moon Original Soundtrack, 4.40, 15, 0.1154
1024, Genso Suikoden Tsumugareshi Hyakunen no Toki Original Soundtrack, 4.23, 11, 0.1154
1025, MOTHER3i, 3.81, 13, 0.1154
1026, ACE COMBAT 3D: CROSS RUMBLE Original Soundtrack, 3.78, 18, 0.1151
1027, ROCKMAN ZERO COLLECTION SOUNDTRACK - résonnant vie -, 4.28, 18, 0.1151
1028, Singing the Stars ~Hoshiyomi~ Ar tonelico Hymmnos concert Side Blue, 4.56, 16, 0.1150
1029, TV ANIMATION FULLMETAL ALCHEMIST ORIGINAL SOUNDTRACK 1, 4.42, 13, 0.1150
1030, MOTHER, 4.03, 18, 0.1150
1031, THE BOUNCER ORIGINAL SOUNDTRACK, 3.61, 14, 0.1150
1032, GOD EATER 2 & GOD EATER 2 RAGE BURST ORIGINAL SOUNDTRACK, 4.34, 19, 0.1149
1033, THE SECOND APOCALYPSE: Ketsui ~Kizunajigokutachi~ PERFECT SOUND TRACK, 3.86, 11, 0.1148
1034, Melody Of Legend ~ Chapter of Love, 3.61, 14, 0.1148
1035, Flame ~Homura Ar tonelico II Hymmnos Concert Side Crimson, 4.23, 15, 0.1148
1036, SOUL EDGE Arcade Edition Original Sound Track SUPER BATTLE SOUND ATTACK, 3.92, 13, 0.1148
1037, Symphony Ys '95, 4.09, 17, 0.1147
1038, Ys PREMIUM MUSIC CD BOX in FELGHANA, 4.55, 11, 0.1145
1039, Contra 4: Rocked 'n' Loaded, 4.28, 18, 0.1145
1040, THE LEGEND OF HEROES SORA NO KISEKI THE 3RD ORIGINAL SOUND TRACK, 4.40, 15, 0.1144
1041, ALDNOAH.ZERO ORIGINAL SOUNDTRACK, 4.19, 34, 0.1144
1042, Octave Theory, 3.76, 25, 0.1143
1043, DO-DON-PACHI DAI-FUKKATSU ARRANGE ALBUM, 3.56, 17, 0.1141
1044, Ys ZANMAI, 3.97, 16, 0.1141
1045, Nobuo Uematsu's 10 Short Stories, 3.92, 13, 0.1140
1046, Street Fighter III: New Generation, 4.00, 12, 0.1140
1047, NOIR ORIGINAL SOUNDTRACK I, 4.03, 17, 0.1140
1048, The Elder Scrolls III: Morrowind Special Edition Soundtrack, 4.20, 15, 0.1138
1049, Gokujou Parodius, 4.36, 14, 0.1138
1050, Seiken Densetsu DS CHILDREN of MANA -Original Soundtrack-, 3.64, 14, 0.1137
1051, Angel Beats! ORIGINAL SOUNDTRACK, 4.16, 22, 0.1136
1052, .hack//G.U. GAME MUSIC O.S.T., 4.32, 14, 0.1136
1053, Tenchi wo Kurau II: The Battle of Red Cliff -G.S.M. CAPCOM 7-, 4.27, 13, 0.1135
1054, Namco Game Sound Express VOL.1 Valkyrie no Densetsu, 3.96, 13, 0.1135
1055, Inazuma Eleven Original Soundtrack, 3.90, 15, 0.1135
1056, ZONE OF THE ENDERS Z.O.E ORIGINAL SOUNDTRACK, 4.03, 16, 0.1133
1057, Kokoro / Joanne Hogg Theme from "Xenosaga Episode I", 3.95, 11, 0.1132
1058, PRESS START The 5th Anniversary, 4.30, 15, 0.1132
1059, Symphonic Fantasies Tokyo, 4.96, 13, 0.1132
1060, Atelier Rorona Original Sound Track, 4.30, 22, 0.1131
1061, Final Fight -G.S.M. CAPCOM 3-, 4.00, 12, 0.1130
